timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-04-03T00:00:00.000Z";"2025-04-03T23:59:59.999Z";"2025-04-03T05:07:00.000Z";"2025-04-03T13:16:00.000Z";"2781";150.3771507951;156.980398362;146.5204341452;151.0568749646;224191112.08;2280490556.46;"2025-04-03T23:59:59.999Z"
"2025-04-02T00:00:00.000Z";"2025-04-02T23:59:59.999Z";"2025-04-02T20:21:00.000Z";"2025-04-02T23:22:00.000Z";"2781";166.235623304;167.7970478156;149.970289631;150.3931975209;351735928.57;2270411835.68;"2025-04-02T23:59:59.999Z"
"2025-04-01T00:00:00.000Z";"2025-04-01T23:59:59.999Z";"2025-04-01T15:52:00.000Z";"2025-04-01T00:02:00.000Z";"2781";159.6241601872;170.9245256311;159.5417897012;166.2379637996;206174643.86;2509400120.48;"2025-04-01T23:59:59.999Z"
"2025-03-31T00:00:00.000Z";"2025-03-31T23:59:59.999Z";"2025-03-31T01:31:00.000Z";"2025-03-31T10:13:00.000Z";"2781";163.3338699619;164.2038600462;152.0852438098;159.6241601872;234862469.67;2409503343.92;"2025-03-31T23:59:59.999Z"
"2025-03-30T00:00:00.000Z";"2025-03-30T23:59:59.999Z";"2025-03-30T03:22:00.000Z";"2025-03-30T17:09:00.000Z";"2781";167.9031988271;169.2906861069;161.7824367206;163.3342834696;199997665.84;2465423592.84;"2025-03-30T23:59:59.999Z"
"2025-03-29T00:00:00.000Z";"2025-03-29T23:59:59.999Z";"2025-03-29T08:50:00.000Z";"2025-03-29T22:56:00.000Z";"2781";175.393057113;180.1925943829;166.0382510648;167.9467779932;241249108.33;2534286152.92;"2025-03-29T23:59:59.999Z"
"2025-03-28T00:00:00.000Z";"2025-03-28T23:59:59.999Z";"2025-03-28T02:28:00.000Z";"2025-03-28T16:52:00.000Z";"2781";184.6956081281;186.7419708682;168.8677485408;175.3905566178;250515319.46;2647147202.91;"2025-03-28T23:59:59.999Z"
"2025-03-27T00:00:00.000Z";"2025-03-27T23:59:59.999Z";"2025-03-27T10:28:00.000Z";"2025-03-27T00:26:00.000Z";"2781";177.5185259935;185.967776782;177.338936556;184.6981890849;193696753.04;2787605881.61;"2025-03-27T23:59:59.999Z"
"2025-03-26T00:00:00.000Z";"2025-03-26T23:59:59.999Z";"2025-03-26T12:52:00.000Z";"2025-03-26T19:16:00.000Z";"2781";186.7102778209;190.0609545407;175.5246164094;177.5185259935;262120969.43;2679150215.23;"2025-03-26T23:59:59.999Z"
"2025-03-25T00:00:00.000Z";"2025-03-25T23:59:59.999Z";"2025-03-25T00:28:00.000Z";"2025-03-25T23:14:00.000Z";"2781";190.2538628724;192.3368804394;185.8255450566;186.7045550405;168655724.6;2817680417.14;"2025-03-25T23:59:59.999Z"
"2025-03-24T00:00:00.000Z";"2025-03-24T23:59:59.999Z";"2025-03-24T08:57:00.000Z";"2025-03-24T02:02:00.000Z";"2781";184.741451615;194.2211308806;181.6221819554;190.2538628724;227685306.69;2871211184.88;"2025-03-24T23:59:59.999Z"
"2025-03-23T00:00:00.000Z";"2025-03-23T23:59:59.999Z";"2025-03-23T14:19:00.000Z";"2025-03-23T00:00:00.000Z";"2781";179.7118202219;186.1313129234;179.7118202219;184.7292214708;196402684.91;2788049813.07;"2025-03-23T23:59:59.999Z"
"2025-03-22T00:00:00.000Z";"2025-03-22T23:59:59.999Z";"2025-03-22T09:49:00.000Z";"2025-03-22T00:00:00.000Z";"2781";178.1273659749;183.2496287777;178.1097478455;179.7118202219;144337955.9;2712046375.44;"2025-03-22T23:59:59.999Z"
"2025-03-21T00:00:00.000Z";"2025-03-21T23:59:59.999Z";"2025-03-21T01:09:00.000Z";"2025-03-21T13:40:00.000Z";"2781";178.4283955642;182.7654484717;174.3138002697;178.1275930366;184693531.29;2688076765.51;"2025-03-21T23:59:59.999Z"
"2025-03-20T00:00:00.000Z";"2025-03-20T23:59:59.999Z";"2025-03-20T00:13:00.000Z";"2025-03-20T16:52:00.000Z";"2781";182.7228783398;182.789066964;171.9178150778;178.4359388542;241185012.34;2692632104.62;"2025-03-20T23:59:59.999Z"
"2025-03-19T00:00:00.000Z";"2025-03-19T23:59:59.999Z";"2025-03-19T23:44:00.000Z";"2025-03-19T00:00:00.000Z";"2781";169.8029599041;184.2204100312;169.7899658375;182.7217344344;319925549.79;2757311720.31;"2025-03-19T23:59:59.999Z"
